Liar Liar,1624,"[3049, 10312, 18331, 10052, 310, 2698, 10564, 19064, 8780, 124459]"
Selena,16052,"[46702, 17435, 38722, 105077, 76397, 13199, 17912, 13649, 21721, 2054]"
The Devil's Own,4477,"[54494, 54663, 17365, 15764, 9944, 11092, 891, 466, 2001, 1965]"
Cats Don't Dance,24662,"[11688, 9982, 68817, 13649, 64328, 20343, 11887, 12335, 127380, 19933]"
B.A.P.S.,18423,"[34101, 11244, 17159, 164741, 1775, 40505, 19419, 35944, 26486, 40490]"
Love and Other Catastrophes,76996,"[248774, 21055, 49963, 25128, 15104, 13668, 63020, 37818, 20438, 32058]"
Turbo: A Power Rangers Movie,6499,"[11940, 9070, 13836, 1499, 25694, 14164, 18998, 10596, 54007, 38828]"
Double Team,9405,"[10617, 49291, 10619, 18764, 10618, 10222, 9103, 10366, 8831, 10596]"
Inventing the Abbotts,12723,"[1921, 63639, 129628, 22625, 32059, 14292, 55123, 13150, 10078, 63581]"
Anaconda,9360,"[2636, 9545, 9042, 8689, 13022, 578, 12484, 28679, 9796, 10961]"
Grosse Pointe Blank,9434,"[14931, 12634, 37821, 11382, 47139, 2162, 32305, 19513, 2185, 27590]"
Keys to Tulsa,118991,"[60033, 30368, 20511, 185567, 320, 29185, 21594, 17131, 7873, 44027]"
Kissed,21626,"[41756, 71940, 24803, 9300, 46991, 77332, 48149, 31005, 19114, 10956]"
8 Heads in a Duffel Bag,13982,"[20794, 12661, 10442, 944, 138832, 942, 17590, 26618, 109431, 158990]"
Hollow Reed,93946,"[46986, 27362, 37291, 47104, 14120, 30157, 11593, 38909, 60141, 19819]"
Paradise Road,77223,"[46063, 21868, 42121, 41784, 13783, 48259, 39473, 17819, 10398, 403]"
Traveller,31465,"[15487, 12149, 32303, 21128, 10223, 2, 259209, 320011, 39125, 33909]"
Romy and Michele's High School Reunion,9611,"[10833, 18892, 15037, 10206, 9346, 16094, 290250, 11472, 14429, 11355]"
Volcano,10357,"[17835, 26133, 619, 18658, 33602, 2107, 69315, 68724, 22843, 75629]"
Children of the Revolution,9977,"[5257, 42015, 12519, 28973, 290, 120467, 36614, 15730, 21450, 15321]"
Austin Powers: International Man of Mystery,816,"[817, 38778, 818, 14050, 15198, 77953, 91010, 1597, 693, 238713]"
Breakdown,2163,"[3536, 19959, 296, 14807, 22617, 72031, 22314, 27418, 63435, 49291]"
"Truth or Consequences, N.M.",31017,"[9464, 48260, 22784, 5820, 20689, 294652, 11081, 13989, 9303, 11229]"
Warriors of Virtue,49478,"[6466, 1613, 11932, 7549, 27273, 17043, 28367, 18823, 10379, 81005]"
Fathers' Day,12499,"[14035, 9493, 6280, 11566, 951, 200505, 6068, 9930, 10890, 41630]"
The Fifth Element,18,"[9322, 9992, 112205, 10047, 240832, 175, 101, 8850, 4923, 11052]"
Nowhere,1811,"[33560, 46837, 13552, 35122, 157825, 11171, 13168, 26889, 8410, 32633]"
Losing Chase,109614,"[12714, 45225, 41952, 68817, 9692, 49792, 9413, 17908, 10875, 3084]"
Sprung,60082,"[20239, 25066, 28353, 47475, 110972, 17402, 30528, 90214, 33657, 15513]"
Love! Valour! Compassion!,64802,"[39934, 24019, 33245, 2887, 1833, 17447, 9800, 113833, 18923, 8463]"
Twin Town,15321,"[20468, 27583, 42015, 15730, 21450, 108401, 24081, 31306, 33078, 24664]"
Addicted to Love,2058,"[87818, 6435, 22874, 50043, 25723, 15128, 26827, 37264, 32456, 9489]"
Brassed Off,9450,"[8545, 14574, 114719, 41756, 14846, 40001, 10612, 85328, 44968, 9870]"
The Designated Mourner,125021,"[36492, 22414, 11364, 10395, 19382, 37247, 13818, 3525, 10364, 24019]"
The Lost World: Jurassic Park,330,"[329, 74, 15301, 331, 17578, 180, 87, 217, 578, 640]"
Ponette,38523,"[60141, 51927, 124475, 13898, 55551, 36791, 102016, 21253, 49133, 26422]"
Schizopolis,16375,"[32686, 15186, 34024, 36141, 8881, 11323, 2297, 462, 163, 8880]"
Rough Magic,45671,"[5994, 14629, 50035, 83714, 15019, 38093, 49963, 25128, 27397, 15104]"
Trial and Error,17770,"[10411, 9099, 10377, 2069, 15196, 11131, 10218, 20438, 54973, 35395]"
Con Air,1701,"[27582, 76163, 10053, 1995, 2275, 1573, 8961, 15357, 754, 199373]"
The Pillow Book,26422,"[5048, 11332, 33078, 27362, 4556, 10831, 7452, 5051, 19958, 41648]"
To Have (Or Not),124642,"[14629, 50035, 83714, 15019, 33809, 38093, 8391, 36834, 49963, 10399]"
Speed 2: Cruise Control,1639,"[1637, 1996, 664, 11618, 118683, 13387, 49021, 41417, 15379, 10550]"
Batman & Robin,415,"[414, 13195, 11557, 2661, 10687, 1817, 10629, 8224, 70578, 1551]"
Dream with the Fishes,47686,"[149362, 334130, 77120, 134901, 68098, 167966, 134481, 44388, 276165, 164753]"
Roseanna's Grave,65889,"[194113, 10761, 11310, 114719, 43802, 702, 41756, 14846, 40001, 85328]"
My Best Friend's Wedding,8874,"[126797, 20048, 236, 51120, 10472, 11363, 1819, 2006, 10641, 11232]"
Tetsuo II: Body Hammer,17991,"[41428, 16241, 318033, 15081, 69315, 68724, 10344, 15301, 52015, 25557]"
When the Cat's Away,11956,"[1826, 1555, 10112, 10765, 16135, 52451, 19378, 9406, 16340, 42448]"
Contempt,266,"[54083, 4710, 8074, 2786, 8072, 1629, 1626, 269, 25832, 89049]"
Face/Off,754,"[9620, 47423, 10835, 11782, 15384, 2019, 11471, 9208, 12289, 12100]"
Gabbeh,43771,"[30072, 74692, 26748, 38688, 11208, 286565, 17590, 22160, 1903, 123553]"
Men in Black,607,"[608, 41154, 8487, 2185, 9024, 2758, 2907, 9530, 8012, 5227]"
Out to Sea,18080,"[83714, 14370, 54982, 11137, 32221, 19053, 47939, 11520, 37818, 32058]"
Wild America,38225,"[24795, 8989, 14175, 54825, 20662, 40490, 45325, 147729, 17037, 16690]"
A Simple Wish,17834,"[26261, 23752, 42264, 23479, 21711, 14628, 35233, 29355, 10136, 67595]"
Contact,686,"[2655, 14475, 8358, 285783, 17979, 87502, 9374, 165, 13, 5255]"
G.I. Jane,4421,"[12113, 276907, 4105, 855, 19067, 147441, 1495, 109091, 10534, 20662]"
Conan the Barbarian,9387,"[18886, 1880, 9610, 9626, 9593, 4442, 56931, 17832, 18360, 9543]"
George of the Jungle,10603,"[30528, 8970, 11164, 17709, 172385, 11637, 110147, 34043, 27281, 19762]"
Cop Land,2142,"[3558, 22621, 76170, 37834, 69, 11232, 2832, 5176, 11022, 12143]"
Event Horizon,8413,"[45549, 9425, 1576, 395, 10483, 35791, 71679, 52451, 9312, 1267]"
Spawn,10336,"[9954, 1450, 14164, 33172, 15301, 10596, 2362, 11954, 13256, 25557]"
Air Bud,20737,"[14694, 62837, 25438, 12129, 14819, 9745, 13644, 74465, 26531, 21661]"
Picture Perfect,9413,"[43742, 14441, 109614, 10407, 9522, 10184, 9962, 11529, 11215, 277547]"
In the Company of Men,14585,"[22958, 30072, 34803, 77469, 10480, 13279, 9708, 16388, 1550, 5781]"
Free Willy 3: The Rescue,18519,"[9073, 1634, 31102, 158999, 54580, 1408, 421, 11619, 9392, 105864]"
Career Girls,49462,"[21450, 12454, 47870, 11159, 44009, 46435, 10503, 36843, 11109, 9062]"
Conspiracy Theory,8834,"[944, 942, 2207, 943, 9359, 9562, 23805, 941, 9691, 9340]"
Desperate Measures,9458,"[43566, 21454, 38718, 44321, 10937, 11892, 9605, 256740, 5922, 15644]"
Steel,8854,"[34766, 11966, 82700, 193, 157, 10249, 13256, 15359, 97, 200]"
She's So Lovely,38295,"[10024, 8470, 7457, 193610, 11036, 20689, 27526, 24525, 48260, 5852]"
Hoodlum,22073,"[6279, 9277, 23954, 64689, 14583, 10889, 11826, 270005, 877, 9005]"
Leave it to Beaver,37244,"[26156, 10188, 6878, 25059, 15045, 17880, 17379, 145247, 9447, 9849]"
Mimic,4961,"[11655, 36586, 1433, 1487, 1417, 68726, 11253, 29427, 19901, 11980]"
Money Talks,9416,"[5175, 5174, 2109, 184315, 10589, 5994, 9533, 59108, 36668, 52451]"
Excess Baggage,26180,"[9739, 10879, 11622, 61178, 31633, 29076, 12518, 59962, 14908, 51955]"
Kull the Conqueror,17832,"[9651, 1452, 25628, 19736, 12180, 80518, 8850, 10529, 76170, 11849]"
Air Force One,9772,"[9386, 2133, 6950, 2071, 387, 503, 652, 11864, 34584, 9631]"
One Eight Seven,6072,"[15267, 11362, 8367, 9044, 20348, 9804, 21454, 87516, 38199, 7214]"
The Hunt for Red October,1669,"[106, 9096, 10782, 912, 11484, 1911, 9593, 562, 1572, 26725]"
My Own Private Idaho,468,"[383, 133694, 34444, 1807, 11252, 1665, 577, 476, 10139, 1956]"
"Kiss Me, Guido",32519,"[44490, 33560, 17539, 17731, 21059, 36196, 14269, 33339, 13193, 55177]"
Star Maps,108401,"[44490, 22327, 52067, 9962, 42015, 15730, 21450, 15321, 24081, 31306]"
In & Out,10806,"[10407, 10276, 11353, 11899, 10141, 9890, 11359, 11371, 34803, 10776]"
The Edge,9433,"[36669, 1738, 11679, 2043, 10990, 527, 244316, 27985, 281957, 18624]"
The Peacemaker,6623,"[8656, 10647, 3512, 152760, 11893, 14807, 12647, 3177, 10316, 8845]"
L.A. Confidential,2118,"[39074, 65034, 8987, 65, 24249, 11087, 11004, 11931, 8197, 7183]"
Seven Years in Tibet,978,"[62204, 853, 2383, 1997, 192, 10995, 54083, 15383, 4710, 89049]"
Kiss the Girls,9437,"[11329, 12103, 4965, 400, 9481, 11560, 9523, 46503, 26332, 245916]"
Soul Food,29461,"[11978, 12475, 35696, 10750, 64828, 146599, 125582, 14736, 46702, 41852]"
Wishmaster,10351,"[28679, 13555, 2291, 6466, 13559, 28177, 11460, 16231, 41439, 10552]"
A Thousand Acres,66588,"[9777, 298382, 11861, 15019, 1443, 8942, 3549, 455, 128216, 24684]"
The Game,2649,"[4922, 4547, 210577, 550, 37799, 807, 1949, 65754, 8077, 27526]"
Fire Down Below,14289,"[69315, 2207, 82, 1537, 9625, 10975, 2019, 34813, 8987, 22213]"
U Turn,10155,"[25783, 33909, 42149, 9563, 10132, 10858, 31642, 10523, 82525, 10673]"
The Matchmaker,20457,"[90214, 2074, 82693, 7985, 1599, 19760, 23449, 8866, 23567, 8986]"
The Assignment,18355,"[15074, 11398, 9102, 267860, 267860, 18857, 13809, 21610, 70074, 29185]"
A Smile Like Yours,33657,"[47475, 37818, 10806, 6620, 12658, 4806, 4599, 110972, 17402, 30528]"
Ulee's Gold,55306,"[47889, 68924, 31581, 16358, 1587, 60994, 34152, 49806, 37616, 9685]"
The Ice Storm,68924,"[26320, 22267, 4584, 10451, 9261, 146, 87827, 142, 4588, 1927]"
Stag,36434,"[28219, 10952, 10029, 51823, 25018, 14636, 6028, 14807, 162145, 193]"
Chasing Amy,2255,"[2294, 9541, 2295, 10358, 2292, 246403, 2293, 1832, 23742, 48572]"
Def Jam's How to Be a Player,28353,"[82620, 70042, 60082, 2770, 19053, 13163, 15122, 18835, 50725, 9582]"
The Full Monty,9427,"[35944, 10381, 1613, 77930, 9745, 4203, 889, 9621, 20453, 13702]"
Alive and Kicking,172545,"[40694, 32622, 55561, 30309, 14587, 49963, 25128, 15104, 13668, 63020]"
Mrs Brown,17589,"[1722, 268238, 48289, 74534, 1934, 9777, 4517, 19601, 88273, 402672]"
I Know What You Did Last Summer,3597,"[8617, 3600, 9877, 46221, 10281, 39929, 29239, 9656, 29161, 15613]"
The Devil's Advocate,1813,"[34053, 16082, 42003, 2623, 22160, 11983, 11929, 9702, 1677, 32043]"
RocketMan,36797,"[1499, 17984, 19378, 2605, 926, 11158, 9354, 11504, 9928, 29742]"
Playing God,12628,"[72031, 22314, 49291, 51823, 25927, 13333, 82682, 10889, 19457, 12647]"
The House of Yes,33344,"[24940, 10625, 9007, 58224, 12556, 8204, 196257, 34328, 49806, 38722]"
"Fast, Cheap & Out of Control",25099,"[30142, 1358, 24998, 14285, 12698, 28216, 57586, 56224, 39452, 24257]"
Year of the Horse,62422,"[37997, 8284, 11305, 152603, 1554, 883, 469, 4816, 922, 308]"
Gattaca,782,"[49530, 72710, 9296, 1830, 1090, 15081, 45612, 37707, 180, 1903]"
FairyTale: A True Story,29911,"[15081, 3598, 42700, 38688, 1417, 10502, 5961, 297, 141, 14696]"
Phantoms,9827,"[10987, 25557, 33172, 318033, 2972, 10344, 8974, 15158, 42033, 28942]"
A Life Less Ordinary,8067,"[1272, 68727, 9905, 12405, 170, 321697, 13373, 1907, 627, 44115]"
Eve's Bayou,45153,"[6535, 13075, 47866, 47607, 26890, 17734, 32579, 28436, 32622, 55561]"
Switchback,10871,"[34813, 9620, 11904, 11851, 944, 6637, 11679, 11074, 942, 22160]"
Stripes,10890,"[14035, 6068, 4474, 9493, 9397, 200505, 11566, 6280, 9930, 951]"
Bean,1281,"[22588, 33525, 1268, 10204, 146216, 1826, 9801, 11519, 397, 3989]"
Mad City,9770,"[121793, 91487, 31618, 15600, 4311, 2263, 2721, 15644, 31581, 256740]"
One Night Stand,12616,"[49805, 15059, 125520, 12767, 36234, 2625, 11060, 451, 469, 549]"
The Tango Lesson,34838,"[9300, 68817, 68817, 535, 17915, 38909, 42106, 21468, 4688, 65749]"
Welcome to Sarajevo,14905,"[4997, 25147, 36791, 242088, 44853, 254024, 48260, 7872, 63578, 2750]"
Deceiver,14583,"[12201, 26203, 36136, 994, 332411, 38617, 8284, 4997, 7183, 21734]"
Boogie Nights,4995,"[8052, 334, 8051, 68722, 171274, 7345, 35976, 39053, 244063, 10390]"
Witness,9281,"[12157, 11541, 7549, 11020, 37165, 8619, 207, 11120, 11646, 72277]"
Starship Troopers,563,"[97020, 9383, 64635, 633, 10802, 12775, 2080, 402, 95, 9886]"
The Joy Luck Club,19931,"[21349, 135418, 17880, 17379, 14272, 10149, 7303, 25471, 228194, 12242]"
Sliding Doors,10215,"[11141, 9486, 9989, 10013, 19490, 42234, 2107, 9339, 1262, 13198]"
Mortal Kombat: Annihilation,9823,"[26386, 18935, 390734, 8010, 32685, 9312, 8011, 12211, 13509, 2114]"
The Truman Show,37165,"[12157, 7549, 8619, 11541, 207, 11646, 9281, 11120, 11020, 72277]"
The Wings of the Dove,45609,"[12635, 2309, 167, 9913, 10428, 32636, 47889, 19214, 14295, 37606]"
Mrs. Dalloway,38904,"[880, 124642, 14629, 50035, 83714, 15019, 33809, 38093, 41843, 8391]"
Red Corner,9407,"[19855, 9302, 1633, 3489, 10498, 21734, 14583, 139567, 60033, 30368]"
The Jackal,4824,"[11780, 3093, 12651, 32261, 8092, 11821, 8588, 4917, 11968, 146216]"
The Man Who Knew Too Little,9414,"[9341, 1710, 1844, 1049, 11808, 17133, 47423, 6951, 10743, 16806]"
Alien: Resurrection,8078,"[27936, 902, 892, 194, 2841, 8072, 54083, 8077, 11687, 4710]"
Alien Escape,29938,"[18841, 11773, 19483, 26278, 60935, 21143, 11548, 12476, 10304, 991]"
Amistad,11831,"[424, 640, 10110, 15301, 57212, 11352, 296098, 857, 612, 72976]"
The Apostle,2895,"[13156, 12498, 42121, 32077, 205587, 32221, 12280, 41852, 9422, 21887]"
Bent,19601,"[17589, 402672, 27854, 28005, 11400, 4517, 1722, 85638, 9664, 82695]"
The Butcher Boy,22797,"[5996, 21362, 1770, 10002, 6016, 28902, 628, 20024, 11386, 2640]"
Deconstructing Harry,2639,"[9689, 38031, 12762, 11337, 11302, 2779, 9684, 15867, 30890, 19200]"
Flubber,9574,"[10406, 13496, 11001, 9074, 11881, 9928, 17984, 11158, 9354, 36797]"
For Richer or Poorer,10371,"[14908, 9070, 9446, 8849, 2639, 2185, 12649, 8970, 26827, 49022]"
Good Will Hunting,489,"[133694, 1807, 11252, 1956, 34444, 577, 1665, 383, 711, 1990]"
Home Alone 3,9714,"[9600, 14405, 77931, 9637, 11024, 41513, 11355, 34549, 41465, 213121]"
Midnight in the Garden of Good and Evil,8197,"[9573, 6723, 15393, 9559, 10354, 66, 10650, 37917, 88794, 11901]"
MouseHunt,6283,"[6073, 44896, 6963, 57201, 565, 58, 22, 285, 42580, 41465]"
Office Killer,49728,"[11811, 37342, 9707, 10961, 244458, 174671, 10212, 40446, 8869, 10053]"
Scream 2,4233,"[4234, 4232, 11460, 17918, 26149, 12158, 9792, 23437, 15516, 33278]"
The Sweet Hereafter,10217,"[47692, 20156, 244761, 9729, 1919, 128216, 86555, 17770, 8669, 60994]"
Tomorrow Never Dies,714,"[6951, 9876, 11856, 2887, 9717, 8452, 646, 253, 682, 699]"
The Horse Whisperer,547,"[87496, 13482, 293, 4958, 16619, 4515, 11450, 60309, 9302, 22189]"
The Winter Guest,25994,"[17203, 20544, 22279, 9588, 18317, 10608, 47018, 926, 13885, 24348]"
Jackie Brown,184,"[273248, 680, 393, 24, 500, 68718, 16869, 1991, 9074, 1613]"
Kundun,9746,"[65673, 16153, 42694, 19082, 11873, 524, 203, 12637, 2567, 22784]"
Mr. Magoo,9438,"[38955, 9404, 11134, 33542, 17709, 41465, 54825, 11335, 17207, 18660]"
The Big Lebowski,115,"[378, 5516, 290, 12573, 270487, 10778, 4944, 44264, 6977, 86829]"
Afterglow,26941,"[26195, 42086, 41971, 31610, 12479, 86241, 30815, 23333, 31121, 38731]"
My Life in Pink,27103,"[19214, 13193, 32444, 11421, 28628, 41277, 15708, 24584, 9779, 26032]"
Great Expectations,9410,"[1391, 49047, 9693, 19101, 673, 59930, 32513, 18169, 32060, 24071]"
3 Ninjas: High Noon at Mega Mountain,32302,"[16314, 14123, 18885, 40508, 14024, 11504, 272, 40490, 26261, 28736]"
Firestorm,41417,"[1669, 31671, 118683, 13387, 49021, 1672, 15379, 10550, 9091, 4954]"
Senseless,12538,"[13997, 11041, 10897, 8872, 28054, 21137, 36724, 37818, 32058, 24621]"
Wag the Dog,586,"[9895, 8944, 10896, 13776, 27141, 11393, 3172, 10710, 10881, 801]"
Dark City,2666,"[13811, 2048, 9495, 180, 78, 9693, 3509, 12101, 14092, 59967]"
Star Kid,54007,"[29742, 10249, 11940, 9570, 14199, 16577, 12279, 2157, 9070, 15028]"
Hard Rain,11258,"[11343, 24736, 8367, 46063, 21454, 24150, 10056, 318033, 1947, 267860]"
Half Baked,9490,"[11017, 19952, 15278, 17130, 13612, 11455, 14774, 29492, 11323, 20794]"
Fallen,9411,"[6145, 1592, 10559, 8090, 10592, 8512, 1847, 12150, 31640, 41670]"
Shooting Fish,25719,"[3086, 10833, 32255, 42719, 16980, 12556, 11931, 25723, 22874, 15128]"
The Prophecy II,9033,"[25750, 11980, 11428, 25508, 10823, 16559, 9100, 49126, 4961, 9731]"
Fallen Angels,11220,"[40751, 11104, 843, 844, 10775, 12289, 15384, 85689, 9550, 16535]"
Four Days in September,21253,"[19600, 42234, 134368, 11523, 36447, 60141, 55551, 15384, 17139, 21876]"
Spice World,6116,"[20735, 47168, 2769, 28907, 17661, 17990, 16085, 25167, 21589, 62764]"
Deep Rising,9457,"[1734, 7131, 14869, 34723, 278927, 18990, 55667, 33172, 10016, 384798]"
Music from Another Room,39424,"[41469, 15186, 14118, 20405, 22958, 49963, 25128, 11191, 15104, 13668]"
The Replacement Killers,11702,"[307081, 9567, 126148, 7485, 117263, 2034, 9477, 156022, 26390, 10835]"
The Night Flier,12238,"[11343, 4234, 17792, 15999, 2291, 13465, 18498, 21362, 310131, 3598]"
Blues Brothers 2000,11568,"[26765, 11890, 525, 16299, 9080, 50204, 9602, 1621, 8388, 11598]"
The Wedding Singer,11003,"[347969, 87826, 10663, 232672, 10204, 9339, 712, 11363, 2621, 965]"
Sphere,10153,"[27141, 11393, 3172, 11597, 10896, 8944, 13776, 10881, 9895, 10710]"
Palmetto,30949,"[20815, 659, 152742, 41963, 32526, 47261, 46503, 48260, 22784, 7183]"
As Good as It Gets,2898,"[106143, 42888, 11050, 12626, 2539, 39964, 51588, 33657, 245, 42597]"
King of New York,9558,"[34996, 21430, 49299, 21612, 13553, 12143, 4722, 2252, 48482, 36136]"
Men with Guns,320011,"[45129, 32303, 284536, 1359, 259209, 96936, 39125, 33909, 598, 9344]"
U.S. Marshals,11808,"[201, 2320, 9414, 134374, 5820, 6, 9415, 9257, 82992, 72031]"
Love and Death on Long Island,47452,"[15394, 8088, 20651, 32456, 43775, 59820, 18215, 47507, 12779, 32331]"
Midaq Alley,18205,"[12774, 753, 85533, 4507, 649, 1628, 3547, 11942, 267, 11308]"
In God's Hands,36943,"[5241, 5203, 38867, 9408, 21, 1089, 291, 551, 15292, 9266]"
Suicide Kings,10668,"[9039, 42160, 10551, 9005, 9515, 18857, 9404, 150, 21454, 32081]"
The Man in the Iron Mask,9313,"[39486, 10590, 18624, 12310, 45325, 43037, 31638, 25682, 43388, 14694]"
The Newton Boys,42807,"[28059, 92591, 85350, 13341, 1584, 9081, 80, 76, 132344, 9571]"
Wild Things,617,"[229182, 23223, 10433, 10692, 10363, 819, 1965, 5187, 269, 109614]"
Paulie,36568,"[19324, 12233, 41465, 54825, 17207, 18660, 22777, 20173, 13962, 29228]"
"A Cool, Dry Place",37272,"[32119, 9909, 21801, 60270, 256092, 38684, 42217, 1809, 41913, 3084]"
Fireworks,5910,"[7500, 20992, 4291, 246, 870, 3176, 9886, 42148, 32303, 11315]"
Primary Colors,9440,"[22414, 19382, 13818, 3525, 36492, 10364, 11364, 10416, 37247, 24019]"
Wide Awake,32911,"[82700, 8645, 6947, 9697, 9741, 2675, 10196, 745, 298312, 9263]"
Two Girls and a Guy,32456,"[38809, 8940, 63435, 17258, 50043, 3084, 47452, 228150, 85689, 49096]"
Storefront Hitchcock,62695,"[24128, 42015, 15675, 39437, 85325, 13440, 18446, 14976, 2321, 275601]"
The Object of My Affection,17127,"[11318, 8618, 20539, 10560, 15019, 144340, 22958, 50043, 25560, 12157]"
Meet the Deedles,40688,"[54825, 41394, 31112, 12233, 7443, 16340, 8920, 14248, 22794, 213121]"
Homegrown,17133,"[28313, 277, 47423, 91550, 6951, 10743, 16806, 72031, 22314, 49291]"
Barney's Great Adventure,17644,"[41465, 888, 41276, 14518, 14612, 16112, 54825, 38802, 82623, 15242]"
The Big One,1774,"[1779, 1777, 1775, 1430, 2359, 3396, 30168, 124067, 63076, 5996]"
Lost in Space,2157,"[169, 10586, 6, 10609, 10562, 10160, 178, 14199, 54007, 9570]"
Mercury Rising,8838,"[33831, 2246, 11062, 10627, 11456, 12150, 14931, 139567, 29185, 22907]"
The Spanish Prisoner,29193,"[26719, 52770, 173153, 11088, 11169, 22828, 28519, 21991, 793, 31924]"
City of Angels,795,"[31005, 11774, 2357, 8839, 18162, 12159, 10013, 144, 2107, 19490]"
The Last Days of Disco,16980,"[16771, 15389, 14474, 22958, 14922, 32284, 96721, 19913, 291270, 32513]"
The Odd Couple II,27472,"[15602, 41579, 2122, 2617, 10393, 15143, 11522, 18080, 11575, 11520]"
My Giant,47881,"[2752, 13595, 2640, 8866, 9292, 1257, 10525, 54087, 15045, 17880]"
He Got Game,9469,"[41823, 61752, 24664, 1713, 23618, 26580, 49471, 58923, 27995, 36739]"
The Gingerbread Man,12488,"[29005, 71125, 66487, 41662, 45695, 5279, 22479, 3121, 5652, 52036]"
Live Flesh,267,"[8088, 4307, 140, 63311, 4043, 8220, 219, 2469, 64, 99]"
Zero Effect,16148,"[52449, 225886, 11857, 6575, 6037, 14595, 2779, 61537, 320, 47502]"
Nil by Mouth,21252,"[49517, 41952, 14924, 27857, 6521, 18971, 18937, 1662, 85638, 13701]"
The Borrowers,9449,"[45325, 14113, 8920, 1649, 9593, 18360, 4442, 11052, 19585, 18974]"
Love Walked In,215373,"[57977, 44516, 19460, 25376, 25300, 4553, 42449, 9560, 43566, 4916]"
Kissing a Fool,15513,"[188222, 92381, 23570, 6068, 47475, 110972, 17402, 30528, 90214, 33657]"
Krippendorf's Tribe,31220,"[11004, 15045, 17880, 52856, 25445, 22796, 29937, 34482, 10680, 6878]"
Kurt & Courtney,13907,"[63076, 37088, 34328, 25630, 13963, 28030, 391698, 9459, 18984, 46697]"
Mr. Nice Guy,10622,"[21519, 16407, 11563, 9056, 10974, 9461, 33542, 8697, 10975, 5175]"
Taste of Cherry,30020,"[43423, 47104, 14633, 48303, 14120, 11593, 38909, 60141, 19819, 3084]"
Character,17139,"[55551, 21253, 27329, 60141, 51927, 38523, 124475, 13898, 36791, 102016]"
Junk Mail,34582,"[18658, 47139, 2162, 32305, 19513, 2185, 27590, 7288, 101519, 227300]"
Species II,10216,"[19317, 21344, 2088, 30892, 13550, 9348, 10016, 55667, 33172, 384798]"
Major League: Back to the Minors,9771,"[10390, 7233, 10115, 20704, 287, 11067, 31504, 16232, 21845, 19050]"
Sour Grapes,24560,"[19265, 15394, 10411, 4257, 38554, 32255, 46286, 13156, 9353, 10141]"
Wild Man Blues,76330,"[41326, 33324, 11382, 28384, 8288, 9684, 12762, 11302, 11686, 81836]"
The Big Hit,9448,"[18857, 11375, 10762, 13191, 12138, 8427, 944, 26156, 9760, 9404]"
"Dancer, Texas Pop. 81",78373,"[13156, 15045, 17880, 52856, 25445, 22796, 29937, 34482, 35680, 1552]"
Still Breathing,39467,"[59930, 32513, 18169, 32060, 24071, 31121, 25010, 17190, 28213, 16643]"
Clockwatchers,55561,"[17734, 32622, 30309, 14587, 49963, 25128, 15104, 13668, 63020, 26475]"
Deep Impact,8656,"[10647, 6623, 22915, 12496, 10863, 124642, 14629, 34014, 50035, 83714]"
Woo,58680,"[35680, 9027, 36196, 17127, 73935, 307931, 6620, 286554, 17887, 21055]"
Lawn Dogs,35796,"[19958, 21828, 32767, 12519, 24469, 2149, 12271, 17612, 14922, 9499]"
Quest for Camelot,18937,"[32328, 40724, 11704, 28032, 33320, 15370, 30285, 43475, 38142, 21867]"
Bulworth,9452,"[18254, 18727, 8592, 31121, 60437, 28569, 43742, 24113, 29005, 12704]"
Fear and Loathing in Las Vegas,1878,"[4442, 8054, 762, 4543, 11834, 157834, 14506, 68, 36819, 177]"
The Opposite of Sex,9844,"[14922, 10862, 11229, 11900, 55561, 34152, 30157, 44490, 17731, 33560]"
I Got the Hook Up,40505,"[168530, 1775, 19419, 35944, 26486, 40490, 26261, 47139, 20242, 2162]"
Almost Heroes,14342,"[13370, 14799, 45225, 13785, 16448, 20678, 6038, 52451, 9359, 9760]"
Hope Floats,9715,"[31357, 3084, 89708, 185567, 307081, 9294, 26949, 13346, 1817, 14047]"
The Ugly,40961,"[9731, 9792, 16871, 134597, 32146, 10092, 10053, 11917, 11284, 9725]"
A Perfect Murder,1965,"[20721, 31606, 78406, 9884, 8845, 12123, 8326, 9395, 5503, 146238]"
Six Days Seven Nights,6068,"[14035, 10890, 9493, 200505, 11566, 9397, 6280, 9930, 41630, 951]"
Can't Hardly Wait,15037,"[19366, 13346, 25641, 50725, 11355, 14629, 50035, 83714, 15019, 38093]"
Cousin Bette,50043,"[17711, 32456, 17127, 25560, 12157, 18299, 26333, 16388, 59930, 32513]"
High Art,37636,"[289314, 13819, 39781, 17612, 44772, 14474, 16980, 14922, 96721, 14667]"
Children of Heaven,21334,"[17078, 43774, 74465, 26531, 24795, 47168, 13374, 11395, 20737, 12919]"
Dear Jesse,416437,"[862, 8844, 15602, 31357, 11862, 949, 6620, 45325, 9091, 710]"
Dream for an Insomniac,32284,"[19913, 9962, 16980, 300, 22958, 2210, 17127, 14578, 123047, 18683]"
Hav Plenty,51955,"[26454, 22230, 84332, 10829, 43935, 17198, 254320, 10856, 72710, 18331]"
Henry Fool,37410,"[228326, 38545, 37291, 30157, 46986, 21711, 14799, 55561, 22797, 2470]"
Mulan,10674,"[12242, 11238, 20343, 33539, 14518, 19042, 38745, 151960, 9732, 14175]"
The X Files,846,"[6278, 9947, 8836, 19898, 20620, 12101, 9620, 1272, 301228, 10329]"
