homepage,id,imdb_id,original_title,cast,director
,2020,tt0120596,The Bachelor,"[""chriso'donnell"", 'renéezellweger', 'artielange']",garysinyor
,9481,tt0145681,The Bone Collector,"['denzelwashington', 'angelinajolie', 'queenlatifah']",phillipnoyce
,9008,tt0140352,The Insider,"['alpacino', 'russellcrowe', 'christopherplummer']",michaelmann
,14242,tt0181288,American Movie,"['markborchardt', 'mikeschank', 'tomschimmels']",chrissmith
,16129,tt0156729,Last Night,"['donmckellar', 'sandraoh', 'robertamaxwell']",donmckellar
,11489,tt0200071,Rosetta,"['émiliedequenne', 'oliviergourmet', 'fabriziorongione']",jean-pierredardenne
,28145,tt0065088,"They Shoot Horses, Don't They?","['janefonda', 'michaelsarrazin', 'susannahyork']",sydneypollack
http://www.re-animatorfilms.com/BrideRe-Animator.html,18111,tt0099180,Bride of Re-Animator,"['jeffreycombs', 'bruceabbott', 'claudeearljones']",brianyuzna
,11223,tt0077355,Coma,"['genevièvebujold', 'michaeldouglas', 'elizabethashley']",michaelcrichton
,16281,tt0083767,Creepshow,"['halholbrook', 'adriennebarbeau', 'fritzweaver']",georgea.romero
,16288,tt0092796,Creepshow 2,"['georgekennedy', 'dorothylamour', 'loischiles']",michaelgornick
,1694,tt0089885,Re-Animator,"['jeffreycombs', 'bruceabbott', 'barbaracrampton']",stuartgordon
,476,tt0097240,Drugstore Cowboy,"['mattdillon', 'kellylynch', 'jameslegros']",gusvansant
,37094,tt0106856,Falling Down,"['michaeldouglas', 'robertduvall', 'barbarahershey']",joelschumacher
,13555,tt0082427,The Funhouse,"['elizabethberridge', 'shawncarson', 'jeanneaustin']",tobehooper
,961,tt0017925,The General,"['busterkeaton', 'marionmack', 'glencavender']",busterkeaton
,24831,tt0078087,Piranha,"['heathermenzies', 'kevinmccarthy', 'dickmiller']",joedante
,64963,tt0062218,Rough Night in Jericho,"['deanmartin', 'georgepeppard', 'jeansimmons']",arnoldlaven
,25560,tt0061407,The Taming of the Shrew,"['elizabethtaylor', 'richardburton', 'cyrilcusack']",francozeffirelli
,21610,tt0082817,Nighthawks,"['sylvesterstallone', 'rutgerhauer', 'billydeewilliams']",brucemalmuth
,11878,tt0055630,用心棒,"['toshirōmifune', 'tatsuyanakadai', 'yôkotsukasa']",akirakurosawa
,11510,tt0100475,Repossessed,"['lindablair', 'nedbeatty', 'leslienielsen']",boblogan
,11234,tt0067525,The Omega Man,"['charltonheston', 'anthonyzerbe', 'rosalindcash']",borissagal
http://www.mgm.com/view/movie/1873/Spaceballs/,957,tt0094012,Spaceballs,"['melbrooks', 'rickmoranis', 'billpullman']",melbrooks
,11886,tt0070608,Robin Hood,"['brianbedford', 'philharris', 'peterustinov']",wolfgangreitherman
,37853,tt0048380,Mister Roberts,"['henryfonda', 'jamescagney', 'williampowell']",johnford
,62204,tt0082484,La Guerre du feu,"['everettmcgill', 'ronperlman', 'nicholaskadi']",jean-jacquesannaud
,11040,tt0065988,Little Big Man,"['dustinhoffman', 'fayedunaway', 'chiefdangeorge']",arthurpenn
,21849,tt0050371,A Face in the Crowd,"['andygriffith', 'patricianeal', 'waltermatthau']",eliakazan
,1621,tt0086465,Trading Places,"['eddiemurphy', 'danaykroyd', 'jamieleecurtis']",johnlandis
,14035,tt0079540,Meatballs,"['billmurray', 'harveyatkin', 'katelynch']",ivanreitman
,40771,tt0087700,Meatballs Part II,"['richardmulligan', 'hamiltoncamp', 'johnmengatti']",kenwiederhorn
,40772,tt0093516,Meatballs III: Summer Job,"['patrickdempsey', 'sallykellerman', 'isabellemejias']",georgemendeluk
,40773,tt0104837,Meatballs 4,"['coreyfeldman', 'jacknance', 'sarahdouglas']",boblogan
,11498,tt0101669,Dead Again,"['kennethbranagh', 'derekjacobi', 'andygarcía']",kennethbranagh
,11790,tt0105130,Peter's Friends,"['kennethbranagh', 'emmathompson', 'stephenfry']",kennethbranagh
,29371,tt0113416,The Incredibly True Adventure of Two Girls In Love,"['laurelholloman', 'maggiemoore', 'katestafford']",mariamaggenti
,276635,tt0083911,Experience Preferred...But Not Essential,"['elizabethedmonds', 'suewallace', 'geraldinegriffiths']",peterduffell
,47941,tt0083254,Under the Rainbow,"['chevychase', 'carriefisher', 'evearden']",steverash
http://www.foxmovies.com/anywherebuthere/,21349,tt0149691,Anywhere But Here,"['susansarandon', 'natalieportman', 'hartbochner']",waynewang
http://www.dogma-movie.com/,1832,tt0120655,Dogma,"['benaffleck', 'mattdamon', 'lindafiorentino']",kevinsmith
,10047,tt0151137,Joan of Arc,"['millajovovich', 'dustinhoffman', 'fayedunaway']",lucbesson
,10228,tt0190641,劇場版ポケットモンスター ミュウツーの逆襲,"['ricamatsumoto', 'mayumiiizuka', 'yūjiueda']",michaelhaigney
,47692,tt0165773,Felicia's Journey,"['bobhoskins', 'elainecassidy', 'arsinéekhanjian']",atomegoyan
,144953,tt0118150,Where's Marlowe?,"['miguelferrer', 'johnlivingston', 'yasiinbey']",danielpyne
,11663,tt0101605,The Commitments,"['robertarkins', 'michaelaherne', 'angelineball']",alanparker
,13485,tt0034862,Holiday Inn,"['bingcrosby', 'fredastaire', 'marjoriereynolds']",marksandrich
,9289,tt0056197,The Longest Day,"['eddiealbert', 'paulanka', 'arletty']",bernhardwicki
,9264,tt0105156,Poison Ivy,"['saragilbert', 'drewbarrymore', 'tomskerritt']",kattshea
,18222,tt0119908,Poison Ivy: The New Seduction,"['jaimepressly', 'meganedwards', 'michaeldesbarres']",kurtvoss
,11165,tt0066473,Tora! Tora! Tora!,"['martinbalsam', 'sôyamamura', 'josephcotten']",richardfleischer
,4203,tt0095675,Mujeres al borde de un ataque de nervios,"['carmenmaura', 'antoniobanderas', 'julietaserrano']",pedroalmodóvar
,24226,tt0084855,The Verdict,"['paulnewman', 'charlotterampling', 'jackwarden']",sidneylumet
,88875,tt0068528,The Effect of Gamma Rays on Man-in-the-Moon Marigolds,"['joannewoodward', 'robertawallach', 'judithlowry']",paulnewman
http://www.banzai-institute.com/,11379,tt0086856,The Adventures of Buckaroo Banzai Across the 8th Dimension,"['peterweller', 'johnlithgow', 'ellenbarkin']",w.d.richter
,29154,tt0094027,Stand and Deliver,"['edwardjamesolmos', 'loudiamondphillips', 'rosannadesoto']",ramónmenéndez
,2039,tt0093565,Moonstruck,"['cher', 'nicolascage', 'vincentgardenia']",normanjewison
,11943,tt0068762,Jeremiah Johnson,"['robertredford', 'willgeer', 'dellebolton']",sydneypollack
,11481,tt0059646,Repulsion,"['catherinedeneuve', 'ianhendry', 'johnfraser']",romanpolanski
,2690,tt0057187,Irma la Douce,"['jacklemmon', 'shirleymaclaine', 'loujacobi']",billywilder
,20565,tt0164312,42 Up,"['brucebalden', 'jacquelinebassett', 'symonbasterfield']",michaelapted
,27141,tt0165859,Liberty Heights,"['adrienbrody', 'benfoster', 'orlandojones']",barrylevinson
,10399,tt0178737,Mansfield Park,"[""franceso'connor"", 'lindsayduncan', 'jamespurefoy']",patriciarozema
,2668,tt0162661,Sleepy Hollow,"['johnnydepp', 'ianmcdiarmid', 'christinaricci']",timburton
http://www.mgm.com/view/movie/231/The-World-Is-Not-Enough/,36643,tt0143145,The World Is Not Enough,"['piercebrosnan', 'sophiemarceau', 'robertcarlyle']",michaelapted
,99,tt0185125,Todo sobre mi madre,"['ceciliaroth', 'marisaparedes', 'penélopecruz']",pedroalmodóvar
,25898,tt0024852,Babes in Toyland,"['stanlaurel', 'oliverhardy', 'charlottehenry']",charleyrogers
,9647,tt0096061,Scrooged,"['billmurray', 'karenallen', 'johnforsythe']",richarddonner
,11787,tt0042546,Harvey,"['jamesstewart', 'josephinehull', 'peggydow']",henrykoster
,5156,tt0040522,Ladri di biciclette,"['lambertomaggiorani', 'enzostaiola', 'lianellacarell']",vittoriodesica
,24276,tt0093509,Matewan,"['chriscooper', 'jamesearljones', 'marymcdonnell']",johnsayles
,11953,tt0080979,影武者,"['tatsuyanakadai', 'tsutomuyamazaki', 'jinpachinezu']",akirakurosawa
,29005,tt0067411,McCabe & Mrs. Miller,"['warrenbeatty', 'juliechristie', 'reneauberjonois']",robertaltman
,26371,tt0093512,Maurice,"['jameswilby', 'hughgrant', 'rupertgraves']",jamesivory
,596,tt0032551,The Grapes of Wrath,"['henryfonda', 'janedarwell', 'johncarradine']",johnford
,52470,tt0050738,My Man Godfrey,"['juneallyson', 'davidniven', 'jessieroycelandis']",henrykoster
,20334,tt0033045,The Shop Around the Corner,"['margaretsullavan', 'jamesstewart', 'frankmorgan']",ernstlubitsch
,11393,tt0087781,The Natural,"['robertredford', 'glennclose', 'kimbasinger']",barrylevinson
,31121,tt0073692,Shampoo,"['warrenbeatty', 'juliechristie', 'goldiehawn']",halashby
,293,tt0105265,A River Runs Through It,"['bradpitt', 'craigsheffer', 'tomskerritt']",robertredford
,10998,tt0093010,Fatal Attraction,"['michaeldouglas', 'glennclose', 'annearcher']",adrianlyne
,12235,tt0089360,Jagged Edge,"['glennclose', 'jeffbridges', 'petercoyote']",richardmarquand
,36094,tt0100680,Stanley & Iris,"['janefonda', 'robertdeniro', 'swoosiekurtz']",martinritt
,9013,tt0095631,Midnight Run,"['robertdeniro', 'charlesgrodin', 'yaphetkotto']",martinbrest
,11005,tt0099077,Awakenings,"['robertdeniro', 'robinwilliams', 'johnheard']",pennymarshall
,59820,tt0099291,Come See the Paradise,"['dennisquaid', 'tamlyntomita', 'sabshimono']",alanparker
,2924,tt0101393,Backdraft,"['kurtrussell', 'williambaldwin', 'robertdeniro']",ronhoward
,177,tt0101889,The Fisher King,"['jeffbridges', 'robinwilliams', 'mercedesruehl']",terrygilliam
,38557,tt0088007,The River,"['melgibson', 'sissyspacek', 'scottglenn']",markrydell
,42087,tt0087091,Country,"['jessicalange', 'samshepard', 'wilfordbrimley']",richardpearce
,13681,tt0087921,Places in the Heart,"['sallyfield', 'lindsaycrouse', 'johnmalkovich']",robertbenton
,34760,tt0090556,"'night, Mother","['sissyspacek', 'annebancroft', 'edberke']",tommoore
http://www.end-of-days.com/,9946,tt0146675,End of Days,"['arnoldschwarzenegger', 'gabrielbyrne', 'kevinpollak']",peterhyams
http://toystory.disney.com/toy-story-2,863,tt0120363,Toy Story 2,"['tomhanks', 'timallen', 'joancusack']",johnlasseter
,31582,tt0155711,Flawless,"['robertdeniro', 'philipseymourhoffman', 'barrymiller']",joelschumacher
,125520,tt0189744,Miss Julie,"['saffronburrows', 'petermullan', 'mariadoylekennedy']",mikefiggis
,22267,tt0134154,Ride with the Devil,"['tobeymaguire', 'skeetulrich', 'jeffreywright']",anglee
,55123,tt0161023,Tumbleweeds,"['janetmcteer', 'kimberlyj.brown', 'jenniferpaige']",gavino'connor
,10411,tt0104114,The Distinguished Gentleman,"['eddiemurphy', 'lanesmith', 'sherylleeralph']",jonathanlynn
,41462,tt0045877,The Hitch-Hiker,"[""edmondo'brien"", 'franklovejoy', 'williamtalman']",idalupino
,1718,tt0033021,Santa Fe Trail,"['errolflynn', 'oliviadehavilland', 'alanhale']",michaelcurtiz
,20024,tt0172396,The End of the Affair,"['ralphfiennes', 'stephenrea', 'juliannemoore']",neiljordan
,13787,tt0144715,Holy Smoke,"['katewinslet', 'harveykeitel', 'juliehamilton']",janecampion
,54933,tt0160513,A Map of the World,"['sigourneyweaver', 'davidstrathairn', 'juliannemoore']",scottelliott
,9684,tt0158371,Sweet and Lowdown,"['woodyallen', 'benduncan(dj)', 'danielokrent']",woodyallen
,9586,tt0099165,The Bonfire of the Vanities,"['tomhanks', 'brucewillis', 'melaniegriffith']",briandepalma
,33015,tt0015863,Go West,"['busterkeaton', 'howardtruesdale', 'kathleenmyers']",busterkeaton
,777,tt0028950,La Grande Illusion,"['jeangabin', 'ditaparlo', 'pierrefresnay']",jeanrenoir
,21887,tt0079239,The Great Santini,"['robertduvall', 'blythedanner', ""michaelo'keefe""]",lewisjohncarlino
,5652,tt0050558,The James Dean Story,"['martingabel', 'jamesdean', 'lewbracker']",robertaltman
,32331,tt0096171,Stealing Home,"['jodiefoster', 'markharmon', 'haroldramis']",stevenkampmann
,32628,tt0014538,Three Ages,"['busterkeaton', 'margaretleahy', 'wallacebeery']",edwardf.cline
,32669,tt0100828,The Two Jakes,"['jacknicholson', 'harveykeitel', 'megtilly']",jacknicholson
,18161,tt0096328,U2: Rattle and Hum,"['bono', 'theedge', 'larrymullenjr.']",philjoanou
,31681,tt0063056,Hell in the Pacific,"['leemarvin', 'toshirōmifune']",johnboorman
,33666,tt0060463,The Glass Bottom Boat,"['dorisday', 'rodtaylor', 'arthurgodfrey']",franktashlin
,32274,tt0150216,Cradle Will Rock,"['hankazaria', 'rubénblades', 'joancusack']",timrobbins
,10402,tt0205000,Deuce Bigalow: Male Gigolo,"['robschneider', 'williamforsythe', 'eddiegriffin']",mikemitchell
http://thegreenmile.warnerbros.com/,497,tt0120689,The Green Mile,"['tomhanks', 'michaelclarkeduncan', 'davidmorse']",frankdarabont
http://www.miramax.com/movie/the-cider-house-rules/,1715,tt0124315,The Cider House Rules,"['tobeymaguire', 'charlizetheron', 'delroylindo']",lassehallström
,42739,tt0141974,The War Zone,"['raywinstone', 'tildaswinton', 'larabelmont']",timroth
http://www.filmsite.org/lastp.html,25188,tt0067328,The Last Picture Show,"['timothybottoms', 'jeffbridges', 'cybillshepherd']",peterbogdanovich
,15515,tt0051337,The 7th Voyage of Sinbad,"['kerwinmathews', 'kathryngrant', 'torinthatcher']",nathanh.juran
,1439,tt0166485,Anna and the King,"['jodiefoster', 'chowyun-fat', 'bailing']",andytennant
,2277,tt0182789,Bicentennial Man,"['robinwilliams', 'samneill', 'embethdavidtz']",chriscolumbus
,10137,tt0164912,Stuart Little,"['michaelj.fox', 'geenadavis', 'hughlaurie']",robminkoff
,10387,tt0162866,荊軻刺秦王,"['gongli', 'zhangfengyi', 'sunzhou']",chenkaige
http://movies.disney.com/fantasia-2000,49948,tt0120910,Fantasia 2000,"['stevemartin', 'itzhakperlman', 'quincyjones']",jamesalgar
http://www.magnoliamovie.com/,334,tt0175880,Magnolia,"['juliannemoore', 'williamh.macy', 'johnc.reilly']",paulthomasanderson
,30237,tt0119079,Onegin,"['ralphfiennes', 'livtyler', 'tobystephens']",marthafiennes
,46435,tt0151568,Topsy-Turvy,"['allancorduner', 'jimbroadbent', 'timothyspall']",mikeleigh
,22213,tt0106455,Boiling Point,"['wesleysnipes', 'dennishopper', 'lolitadavidovich']",jamesb.harris
,47070,tt0096978,Brenda Starr,"['brookeshields', 'timothydalton', 'tonypeck']",robertellismiller
,36492,tt0066892,Carnal Knowledge,"['jacknicholson', 'candicebergen', 'artgarfunkel']",mikenichols
,624,tt0064276,Easy Rider,"['peterfonda', 'dennishopper', 'antoniomendoza']",dennishopper
,26578,tt0087231,The Falcon and the Snowman,"['timothyhutton', 'seanpenn', 'pathingle']",johnschlesinger
,43103,tt0053226,Room at the Top,"['simonesignoret', 'laurenceharvey', 'heathersears']",jackclayton
,9563,tt0146838,Any Given Sunday,"['alpacino', 'camerondiaz', 'dennisquaid']",oliverstone
http://www.universalpictures.com/manonthemoon/,1850,tt0125664,Man on the Moon,"['jimcarrey', 'courtneylove', 'bobzmuda']",milošforman
,926,tt0177789,Galaxy Quest,"['timallen', 'sigourneyweaver', 'alanrickman']",deanparisot
http://www.miramax.com/movie/the-talented-mr-ripley/,1213,tt0134119,The Talented Mr. Ripley,"['mattdamon', 'gwynethpaltrow', 'judelaw']",anthonyminghella
,10471,tt0195945,Next Friday,"['icecube', 'mikeepps', 'justinpierce']",stevecarr
,10400,tt0174856,The Hurricane,"['denzelwashington', 'vicellousreonshannon', 'deborahkaraunger']",normanjewison
,10397,tt0145653,Angela's Ashes,"['emilywatson', 'robertcarlyle', 'joebreen']",alanparker
,20761,tt0196857,Play It to the Bone,"['antoniobanderas', 'woodyharrelson', 'lolitadavidovich']",ronshelton
,12524,tt0120866,Titus,"['anthonyhopkins', 'jessicalange', 'jonathanrhysmeyers']",julietaymor
,28216,tt0192335,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr.","['freda.leuchterjr.', 'robertjanvanpelt', 'davidirving']",errolmorris
,36773,tt0174268,The Third Miracle,"['edharris', 'anneheche', 'arminmueller-stahl']",agnieszkaholland
,10219,tt0120834,Snow Falling on Cedars,"['ethanhawke', 'youkikudoh', 'reevecarney']",scotthicks
,3558,tt0172493,"Girl, Interrupted","['winonaryder', 'angelinajolie', 'cleaduvall']",jamesmangold
,41276,tt0208261,The Life and Times of Hank Greenberg,[],avivakempner
http://mydogskip.warnerbros.com/,17908,tt0156812,My Dog Skip,"['frankiemuniz', 'dianelane', 'kevinbacon']",jayrussell
,10384,tt0134983,Supernova,"['jamesspader', 'angelabassett', 'robertforster']",walterhill
,48233,tt0169302,Theeviravaathi: The Terrorist,"['ayeshadharker', 'k.krishna', 'vishwas']",santoshsivan
,10236,tt0070903,The Way We Were,"['barbrastreisand', 'robertredford', 'bradforddillman']",sydneypollack
,632,tt0046359,Stalag 17,"['williamholden', 'dontaylor', 'ottopreminger']",billywilder
,11851,tt0095897,The Presidio,"['seanconnery', 'markharmon', 'megryan']",peterhyams
,5924,tt0070511,Papillon,"['stevemcqueen', 'dustinhoffman', 'victorjory']",franklinj.schaffner
,33734,tt0050815,Pal Joey,"['franksinatra', 'kimnovak', 'ritahayworth']",georgesidney
,14886,tt0070290,The Last Detail,"['jacknicholson', 'otisyoung', 'randyquaid']",halashby
,26617,tt0065724,Five Easy Pieces,"['jacknicholson', 'susananspach', 'karenblack']",bobrafelson
,11900,tt0065436,Auch Zwerge haben klein angefangen,"['helmutdöring', 'paulglauer', 'giselahertwig']",wernerherzog
,10493,tt0097162,Dead Calm,"['nicolekidman', 'samneill', 'billyzane']",phillipnoyce
,16241,tt0077269,The Boys from Brazil,"['gregorypeck', 'laurenceolivier', 'jamesmason']",franklinj.schaffner
,27632,tt0054067,La maschera del demonio,"['barbarasteele', 'johnrichardson', 'ivogarrani']",mariobava
,22160,tt0086859,Against All Odds,"['jeffbridges', 'rachelward', 'jameswoods']",taylorhackford
,4460,tt0045162,The Snows of Kilimanjaro,"['gregorypeck', 'susanhayward', 'avagardner']",henryking
,9644,tt0107659,National Lampoon's Loaded Weapon 1,"['emilioestevez', 'samuell.jackson', 'jonlovitz']",genequintano
,13342,tt0083929,Fast Times at Ridgemont High,"['seanpenn', 'jenniferjasonleigh', 'judgereinhold']",amyheckerling
,35119,tt0094924,A Cry in the Dark,"['merylstreep', 'samneill', 'dalereeves']",fredschepisi
,14919,tt0106364,Batman: Mask of the Phantasm,"['kevinconroy', 'markhamill', 'danadelany']",brucetimm
,14040,tt0088707,American Flyers,"['kevincostner', 'davidmarshallgrant', 'raedawnchong']",johnbadham
,17343,tt0066380,Vampyros Lesbos,"['soledadmiranda', 'ewaströmberg', 'dennisprice']",jesúsfranco
,22692,tt0029606,A Star Is Born,"['janetgaynor', 'fredricmarch', 'adolphemenjou']",williama.wellman
,47620,tt0102687,Poison,"['edithmeeks', 'milliewhite', 'bucksmith']",toddhaynes
,2990,tt0100318,Pacific Heights,"['melaniegriffith', 'matthewmodine', 'michaelkeaton']",johnschlesinger
,10831,tt0083851,The Draughtsman's Contract,"['anthonyhiggins', 'janetsuzman', 'davehill']",petergreenaway
,33078,tt0090366,A Zed & Two Noughts,"['francesbarber', 'jossackland', 'briandeacon']",petergreenaway
,16672,tt0058625,砂の女,"['eijiokada', 'kyokokishida', 'ginzôsekiguchi']",hiroshiteshigahara
,10472,tt0186975,Down to You,"['freddieprinzejr.', 'juliastiles', 'selmablair']",krisisacsson
,32600,tt0016332,Seven Chances,"['busterkeaton', 't.roybarnes', 'snitzedwards']",busterkeaton
,13005,tt0081748,Where the Buffalo Roam,"['billmurray', 'peterboyle', 'brunokirby']",artlinson
,18681,tt0120662,Eye of the Beholder,"['ewanmcgregor', 'ashleyjudd', 'patrickbergin']",stephanelliott
,75531,tt0141399,Isn't She Great,"['bettemidler', 'nathanlane', 'stockardchanning']",andrewbergman
http://thebigtease.warnerbros.com/index.html,20468,tt0156639,The Big Tease,"['craigferguson', 'davidrasche', 'marymccormack']",kevinallen
,14521,tt0201840,Phörpa,"['orgyentobgyal', 'netenchokling', 'jamyanglodro']",khyentsenorbu
,10406,tt0104187,Encino Man,"['seanastin', 'brendanfraser', 'paulyshore']",lesmayfield
,14741,tt0076095,The Goodbye Girl,"['richarddreyfuss', 'marshamason', 'quinncummings']",herbertross
,32015,tt0058604,Soy Cuba,"['sergiocorrieri', 'luzmaríacollazo', 'joségallardo']",mikhailkalatozov
,1883,tt0104797,Malcolm X,"['denzelwashington', 'angelabassett', 'alberthall']",spikelee
,2005,tt0105417,Sister Act,"['whoopigoldberg', 'maggiesmith', 'kathynajimy']",emileardolino
,6279,tt0108147,Sister Act 2: Back in the Habit,"['whoopigoldberg', 'kathynajimy', 'jamescoburn']",billduke
,11087,tt0104389,The Hand that Rocks the Cradle,"['annabellasciorra', 'rebeccademornay', 'mattmccoy']",curtishanson
,7305,tt0106246,Alive,"['ethanhawke', 'vincentspano', 'joshhamilton']",frankmarshall
,24735,tt0088683,Agnes of God,"['janefonda', 'annebancroft', 'megtilly']",normanjewison
,9475,tt0105323,Scent of a Woman,"['alpacino', ""chriso'donnell"", 'jamesrebhorn']",martinbrest
,8872,tt0105793,Wayne's World,"['mikemyers', 'danacarvey', 'roblowe']",penelopespheeris
,8873,tt0108525,Wayne's World 2,"['mikemyers', 'danacarvey', 'christopherwalken']",stephensurjik
,11287,tt0104694,A League of Their Own,"['tomhanks', 'geenadavis', 'madonna']",pennymarshall
,9869,tt0105112,Patriot Games,"['harrisonford', 'annearcher', 'patrickbergin']",phillipnoyce
,619,tt0103855,The Bodyguard,"['whitneyhouston', 'kevincostner', 'michelelamarrichards']",mickjackson
,9374,tt0104070,Death Becomes Her,"['merylstreep', 'brucewillis', 'goldiehawn']",robertzemeckis
,11259,tt0104231,Far and Away,"['tomcruise', 'nicolekidman', 'thomasgibson']",ronhoward
http://www.bfi.org.uk/whats-on/bfi-film-releases/howards-end,8293,tt0104454,Howards End,"['vanessaredgrave', 'helenabonhamcarter', 'emmathompson']",jamesivory
,11068,tt0105415,Singles,"['bridgetfonda', 'campbellscott', 'kyrasedgwick']",cameroncrowe
,1923,tt0105665,Twin Peaks: Fire Walk with Me,"['sheryllee', 'raywise', 'mädchenamick']",davidlynch
,10158,tt0105812,White Men Can't Jump,"['wesleysnipes', 'woodyharrelson', 'rosieperez']",ronshelton
,10206,tt0103893,Buffy the Vampire Slayer,"['kristyswanson', 'donaldsutherland', 'paulreubens']",franrubelkuzui
,11782,tt0104684,辣手神探,"['chowyun-fat', 'tonyleungchiu-wai', 'anthonywong']",johnwoo
,10086,tt0103905,C'est arrivé près de chez vous,"['benoîtpoelvoorde', 'rémybelvaux', 'andrébonzel']",benoîtpoelvoorde
,9367,tt0104815,El Mariachi,"['carlosgallardo', 'jaimedehoyos', 'petermarquardt']",robertrodriguez
,9876,tt0105477,Stop! Or My Mom Will Shoot,"['sylvesterstallone', 'estellegetty', 'jobethwilliams']",rogerspottiswoode
,10326,tt0104291,Forever Young,"['melgibson', 'jamieleecurtis', 'elijahwood']",steveminer
,16562,tt0104040,The Cutting Edge,"['d.b.sweeney', 'moirakelly', 'roydotrice']",paulmichaelglaser
,9609,tt0105046,Of Mice and Men,"['johnmalkovich', 'garysinise', 'raywalston']",garysinise
,12143,tt0103759,Bad Lieutenant,"['harveykeitel', 'victorargo', 'frankiethorn']",abelferrara
,4234,tt0134084,Scream 3,"['davidarquette', 'nevecampbell', 'courteneycox']",wescraven
,9605,tt0105414,Single White Female,"['bridgetfonda', 'jenniferjasonleigh', 'stevenweber']",barbetschroeder
http://www.theboondocksaints.com,8374,tt0144117,The Boondock Saints,"['willemdafoe', 'normanreedus', 'seanpatrickflanery']",troyduffy
,29076,tt0171356,Gun Shy,"['sandrabullock', 'liamneeson', 'oliverplatt']",ericblakeney
,113096,tt0144801,The Brandon Teena Story,[],susanmuska
,106837,tt0116102,Different for Girls,"['rupertgraves', 'stevenmackintosh', 'miriammargolyes']",richardspence
,27841,tt0067848,They Might Be Giants,"['georgec.scott', 'joannewoodward', 'jackgilford']",anthonyharvey
,1907,tt0163978,The Beach,"['leonardodicaprio', 'guillaumecanet', 'tildaswinton']",dannyboyle
,15489,tt0184907,Snow Day,"['chevychase', 'chriselliott', 'jeansmart']",chriskoch
http://www.tigger.com,15655,tt0220099,The Tigger Movie,"['jimcummings', 'nikitahopkins', 'kensansom']",junfalkenstein
,36210,tt0209189,一個都不能少,"['minzhiwei', 'huikezhang', 'zhendatian']",zhangyimou
,22342,tt0047878,The Big Combo,"['cornelwilde', 'jeanwallace', 'briandonlevy']",josephh.lewis
,30062,tt0074455,Eaten Alive,"['nevillebrand', 'melferrer', 'carolynjones']",tobehooper
,25934,tt0062376,"To Sir, with Love","['sidneypoitier', 'suzykendall', 'christianroberts']",jamesclavell
,14181,tt0181984,Boiler Room,"['giovanniribisi', 'vindiesel', 'nialong']",benyounger
,10385,tt0162983,Hanging Up,"['megryan', 'dianekeaton', 'lisakudrow']",dianekeaton
http://www.pitchblack.com/,2787,tt0134847,Pitch Black,"['vindiesel', 'radhamitchell', 'colehauser']",davidtwohy
,2069,tt0190138,The Whole Nine Yards,"['brucewillis', 'matthewperry', 'rosannaarquette']",jonathanlynn
,61416,tt0159272,Beautiful People,"['charlottecoleman', 'charleskay', 'rosalindayres']",jasmindizdar
,79515,tt0221023,Black Tar Heroin: The Dark End of the Street,[],stevenokazaki
,14839,tt0077248,Blue Collar,"['richardpryor', 'harveykeitel', 'yaphetkotto']",paulschrader
,28978,tt0018773,The Circus,"['charliechaplin', 'alernestgarcia', 'mernakennedy']",charliechaplin
http://www.charliechaplin.com/biography/articles/4-City-Lights,901,tt0021749,City Lights,"['charliechaplin', 'virginiacherrill', 'florencelee']",charliechaplin
https://en.wikipedia.org/wiki/The_Flamingo_Kid,25010,tt0087265,The Flamingo Kid,"['mattdillon', 'héctorelizondo', 'mollymccarthy']",garrymarshall
,36208,tt0009018,A Dog's Life,"['charliechaplin', 'ednapurviance', 'daveanderson']",charliechaplin
,10098,tt0012349,The Kid,"['charliechaplin', 'jackiecoogan', 'ednapurviance']",charliechaplin
,33374,tt0084395,Class Reunion,"['gerritgraham', 'michaellerner', 'mistyrowe']",michaelmiller
,43368,tt0044420,The Big Trees,"['kirkdouglas', 'evemiller', 'patricewymore']",felixe.feist
,2155,tt0184858,Reindeer Games,"['benaffleck', 'garysinise', 'charlizetheron']",johnfrankenheimer
,11004,tt0185014,Wonder Boys,"['michaeldouglas', 'tobeymaguire', 'francesmcdormand']",curtishanson
,25212,tt0158583,Deterrence,"['kevinpollak', 'timothyhutton', 'sherylleeralph']",rodlurie
,139,tt0164756,Mifunes sidste sang,"['andersw.berthelsen', 'ibenhjejle', 'jesperasholt']",sørenkragh-jacobsen
,25166,tt0186045,Drowning Mona,"['dannydevito', 'bettemidler', 'nevecampbell']",nickgomez
,1831,tt0156841,The Next Best Thing,"['madonna', 'ruperteverett', 'benjaminbratt']",johnschlesinger
,10416,tt0181151,What Planet Are You From?,"['garryshandling', 'annettebening', 'johngoodman']",mikenichols
,14271,tt0218043,Beyond the Mat,"['mickfoley', 'terryfunk', 'vincemcmahon']",barryw.blaustein
,4816,tt0165798,Ghost Dog: The Way of the Samurai,"['forestwhitaker', 'cliffgorman', 'triciavessey']",jimjarmusch
http://colsearch.nfsa.afc.gov.au/nfsa/search/display/display.w3p;adv=no;page=0;query=The%20Year%20My,19958,tt0094347,The Year My Voice Broke,"['noahtaylor', 'loenecarmen', 'benmendelsohn']",johnduigan
,28569,tt0055471,Splendor in the Grass,"['nataliewood', 'warrenbeatty', 'pathingle']",eliakazan
